song_id,title_original,title_ko,producers,vocal_engines,main_link,lyrics_file,mood_tags,joy,sadness,dreamy,tension,dark,energy,cute,chaotic
s0032,ルーキー,루키,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/owv06htaoI8?si=otd8Q36qcPDNHp68,s0032.txt,"dark,chaotic,mysterious,rock",10,55,39,90,90,56,10,92
s0033,モニタリング,모니터링,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/kbNdx0yqbZE?si=ACJbSSZrfEmZ9p_-,s0033.txt,"cute,lonely,chaotic,romantic,horror",38,71,50,70,75,37,61,72
s0034,テレパシ,텔레파시,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/c56TpxfO9q0?si=tnF6V9lImcZ92kdW,s0034.txt,"cute,energetic,chaotic",53,22,11,56,35,82,61,75
s0035,モニタリング (Best Friend Remix),모니터링 (베스트 프렌드 리믹스),DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/C-CYwNz3z8w?si=U1zJOxn2rqAt2CEg,s0035.txt,"happy,cute,romantic,hopeful",100,23,39,10,8,52,86,10
s0036,愛言葉V,사랑의 말 V,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/hK82hfN_ymQ?si=7xZlqSsffkUU5Wf1,s0036.txt,"happy,cute,romantic",93,28,31,10,15,43,90,10
s0037,チェリーポップ,체리 팝,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/BI9Ue6JwJic?si=-Eih2cq3T6-YevA1,s0037.txt,"energetic,chaotic,romantic,fast",53,28,21,63,34,90,23,79
s0038,ラブパラ,러브파라,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/RgVLBtRLX9k?si=y4KBX3x9brBlEnOF,s0038.txt,"happy,energetic,lonely,hopeful",79,34,33,23,21,65,29,23
s0039,カイコ,회고,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/g0JEUPfmu9c?si=kRMynEVsCPiMefw2,s0039.txt,"dark,chaotic,romantic,horror,hopeful",35,57,45,82,83,48,27,83
s0040,ハオ,하오,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/3GzRDW3hZ1k?si=aHJKrS7bsXPbwh4n,s0040.txt,"happy,energetic,hopeful",88,4,17,25,5,82,32,25
s0041,サッドガール・セックス,새드 걸 섹스,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/GVXhyFPDClw?si=MN35Hk7RBRU6ukze,s0041.txt,"sad,dark,energetic,chaotic,fast",27,62,15,70,68,74,10,83
s0042,デビルじゃないもん,데빌이 아닌걸,"DECO*27,PINOCCHIOP",하츠네 미쿠(初音ミク),https://youtu.be/lMEt3RdqB9Y?si=hxwyoW9eyLC3Jts1,s0042.txt,"dark,rock",11,59,12,57,80,44,10,46
s0043,歌姫失格,가희실격,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/adE8jVLoLPo?si=u9TmrJOeh2yAf41W,s0043.txt,"energetic,calm,mysterious,hopeful",53,28,67,23,34,39,16,23
s0044,不死身ごっこ,불사신 놀이,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/hCc0iI8jdQU?si=SxZ3iHnwJ260nk61,s0044.txt,"dark,chaotic,horror,hopeful",19,50,33,90,90,52,16,92
s0045,愛属性,사랑 속성,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/Xx1TnVObQ0k?si=sSWG3fD3SYO0whea,s0045.txt,"sad,lonely,mysterious,hopeful",40,87,67,30,55,10,16,23
s0046,T氏の話を信じるな,T씨의 이야기를 믿지 마,PINOCCHIOP,"카사네 테토(重音テト),하츠네 미쿠(初音ミク)",https://youtu.be/Jtm6ikBIl0g?si=2WLzePMc22QmGTzz,s0046.txt,"energetic,chaotic,mysterious",28,28,37,79,55,73,10,90
s0047,超主人公,초주인공,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/thmR2SmkeDU?si=L4Uxm0fhBrzIOgEq,s0047.txt,"nostalgic,funny,fast",63,35,31,25,20,53,32,54
s0048,Aじゃないか,A이지 않은가,PINOCCHIOP,"하츠네 미쿠(初音ミク),카가미네 린(鏡音リン)",https://youtu.be/LUch7N9Gw28?si=NCw0-fFzqckdfiB_,s0048.txt,"happy,nostalgic,mysterious",53,47,64,33,40,24,25,25
s0049,ポケットのモンスター,포켓의 몬스터,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/lIoi2r3f5fU?si=MATkF00V4Ca_Hw-z,s0049.txt,"dreamy,calm,nostalgic,hopeful",53,55,100,0,25,0,16,0
s0050,アポカリプスなう,아포칼립스 나우,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/khnNHHGR8jw?si=vRRT3esK6PWllLdL,s0050.txt,"dark,chaotic,hopeful",38,41,24,56,60,53,17,75
s0051,匿名M,익명M,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/yiqEEL7ac6M?si=_kHVPvpNWa5H1htw,s0051.txt,"nostalgic,mysterious",23,66,77,38,56,2,10,28
s0052,コスモスパイス,코스모 스파이스,PINOCCHIOP,"카가미네 린(鏡音リン),하츠네 미쿠(初音ミク),카가미네 렌(鏡音レン)",https://youtu.be/pu1gbwsB9Os?si=XSCVp_AcR_LoVnhX,s0052.txt,"happy,funny,mysterious",78,10,37,33,25,53,46,54
s0053,神っぽいな,신 같네,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/EHBFKhLUVig?si=LnezMUyvQnMYmojL,s0053.txt,"angry,chaotic,mysterious",13,47,37,100,75,73,10,100
s0054,ねぇねぇねぇ。,있잖아 있잖아 있잖아.,PINOCCHIOP,"카가미네 린(鏡音リン),하츠네 미쿠(初音ミク)",https://youtu.be/w8yweCungCE?si=zcrlatcFz2HBAude,s0054.txt,"happy,cute,romantic",93,28,31,10,15,43,90,10
s0055,ノンブレス・オブリージュ,논브레스 오블리주,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/lw7pcm1W5tw?si=t8yIlJ8HnUDipNF4,s0055.txt,"dark,lonely,mysterious,hopeful,despair",15,100,66,58,99,14,16,44
s0056,ラヴィット,러빗,Iyowa,하츠네 미쿠(初音ミク),https://youtu.be/--41OGPMurU?si=F0-bDmy4-CZlWoqA,s0056.txt,"dark,lonely,hopeful",38,72,44,25,65,19,17,25
s0057,愛されなくても君がいる,사랑받지 못해도 네가 있어,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/ygY2qObZv24?si=a4hUKS1YgYXEvCaT,s0057.txt,"happy,dreamy,romantic",73,35,70,10,20,29,39,10
s0058,セカイはまだ始まってすらいない,세상은 아직 시작조차 하지 않았어,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/1s8NNPgdl5g?si=6pU9XTQLeMrubZN6,s0058.txt,"happy,dreamy,hopeful",78,16,64,10,10,43,32,10
s0059,アルティメットセンパイ,얼티밋 선배,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/MnJq5kSn-GY?si=xVurTWeJOjDQz2N7,s0059.txt,"dreamy,funny,hopeful",78,16,64,10,10,43,39,39
s0060,一千光年,일천광년,Iyowa,"GUMI,v flower,아다치 레이(足立レイ),카아이 유키(歌愛ユキ),카후(可不),하츠네 미쿠(初音ミク),세카이(星界),리메(裏命),하나쿠마 치후유(花隈千冬),VY1,SOLARIA",https://youtu.be/uB_jQ8H2Yeg?si=Qbv1GFfuItHAwL9z,s0060.txt,"happy,hopeful",90,6,20,10,1,56,37,10
s0061,たびのまえ、たびのあと,"여행 전, 여행 후",Iyowa,하츠네 미쿠(初音ミク),https://youtu.be/HbS1T4d1P70?si=c99zBvoqVETGD-Rx,s0061.txt,"happy,cute,energetic",83,10,11,25,15,77,75,25
s0062,ゆめみるうろこ,꿈꾸는 비늘,Iyowa,치세이(知声),https://youtu.be/7-2PUEl-7a4?si=RJ78W9LOMqhfiPtF,s0062.txt,"dreamy,energetic",35,28,61,29,31,50,10,28
s0063,ぷらいまり,프라이머리,Iyowa,카후(可不),https://youtu.be/pIF_snWKz2g?si=itPyumx-zM7enhbO,s0063.txt,"happy,cute,chaotic,mysterious",62,23,39,57,42,61,67,67
s0064,アプリコット,애프리콧,Iyowa,하츠네 미쿠(初音ミク),https://youtu.be/_uMDEIPgmFI?si=vNzZUQaJ97gUFF0D,s0064.txt,"cute,chaotic,horror",23,41,24,87,75,53,61,90
s0065,パジャミィ,파자미,Iyowa,하츠네 미쿠(初音ミク),https://youtu.be/aBZqxfnvaVA?si=cOpnFtuhXDkQp2ak,s0065.txt,"sad,cute,chaotic,hopeful",62,55,27,37,34,48,60,54
s0066,1000年生きてる,1000년 살고 있어,Iyowa,하츠네 미쿠(初音ミク),https://youtu.be/3em-J9yYPAo?si=81aGAyaRa3Byfy5C,s0066.txt,"dark,chaotic,hopeful",38,41,24,56,60,53,17,75
s0067,IMAWANOKIWA,IMAWANOKIWA,Iyowa,하츠네 미쿠(初音ミク),https://youtu.be/OVwCr2MESfo?si=r965evzuOQ7HoRyV,s0067.txt,"dark,chaotic,despair",0,90,17,79,100,34,10,90
s0068,水死体にもどらないで,익사체로 돌아가지 말아줘,Iyowa,"v flower,하츠네 미쿠(初音ミク)",https://youtu.be/1bTQMYnEf_Y?si=csEu6m4LgDPZ3Xf0,s0068.txt,"happy,sad,chaotic,electronic",57,50,27,50,34,61,23,67
s0069,メズマライザー,메스머라이저,사츠키,"카사네 테토(重音テト),하츠네 미쿠(初音ミク)",https://youtu.be/19y8YTbvri8?si=eBp_Ph9PhKHjqpTe,s0069.txt,"cute,chaotic,horror,electronic",32,39,39,90,68,65,54,92
s0070,グッバイ宣言,굿바이 선언,Chinozo,v flower,https://youtu.be/dHXC_ahjtEE?si=v02oMohOxV4qwLP0,s0070.txt,"energetic,hopeful,fast",63,10,17,41,15,92,17,39
s0071,TAMAYA,TAMAYA,Chinozo,v flower,https://youtu.be/H_WXMJ6dUGY?si=J2cN1tgYFJ-vJpwP,s0071.txt,"dreamy,nostalgic,hopeful",53,53,90,10,25,14,17,10
s0072,少女A,소녀A,시이나 모타,카가미네 린(鏡音リン),https://youtu.be/AqI97zHMoQw?si=yZppcRcEXe3A6ryD,s0072.txt,"dreamy,dark,lonely,hopeful",36,71,79,23,64,14,16,23
s0073,強風オールバック,강풍 올백,유코피,카아이 유키(歌愛ユキ),https://youtu.be/D6DVTLvOupE?si=kpuI9ywlx2A3YuGd,s0073.txt,"cute,funny",84,13,12,10,13,50,99,46
s0074,メルト,멜트,ryo,하츠네 미쿠(初音ミク),https://youtu.be/o1jAMSQyVPc?si=xvwopTFq5OQBYeRR,s0074.txt,"happy,cute,romantic",93,28,31,10,15,43,90,10
s0075,ワールドイズマイン,월드 이즈 마인,ryo,하츠네 미쿠(初音ミク),https://youtu.be/jhl5afLEKdo?si=71LYKk_hq2RgTTD2,s0075.txt,"dreamy,cute,romantic",63,47,77,10,30,19,75,10
s0076,バグ,버그,카이리키 베어,하츠네 미쿠(初音ミク),https://youtu.be/FkO8ub83wss?si=ZJUcKP_aGhNhNYGJ,s0076.txt,"dark,energetic",23,44,12,48,68,56,10,46
s0077,メロメロイド,헤롱헤롱로이드,카이리키 베어,하츠네 미쿠(初音ミク),https://youtu.be/TFpizvPDbec?si=WUWCT_KpN3iV9AiU,s0077.txt,"cute,chaotic,fast",48,22,11,56,35,77,61,75
s0078,ダーリンダンス,달링 댄스,카이리키 베어,하츠네 미쿠(初音ミク),https://youtu.be/Rkrm5foi188?si=97BoBD1YioG9DnFZ,s0078.txt,"cute,chaotic,romantic",63,41,31,41,35,48,75,61
s0079,おちゃめ機能,장난기 기능,라마즈P,카사네 테토(重音テト),https://youtu.be/yr3k-Ok9GE4?si=rACM1T8cgESSYzI3,s0079.txt,"happy,cute,romantic",93,28,31,10,15,43,90,10
s0080,ブレインロット,브레인롯,Tokyo Manaka,카사네 테토(重音テト),https://youtu.be/UsjsYMo3O1Q?si=XWt9MdEQNk-3KELN,s0080.txt,"dreamy,nostalgic,electronic",38,59,97,25,35,19,10,25
s0081,マーシャル・マキシマイザー,마셜 맥시마이저,히이라기 마그네타이트,카후(可不),https://youtu.be/jMKPYg0uhCI?si=6xCC6jT0znXMXwfQ,s0081.txt,"cute,mysterious,fast",43,28,44,48,45,53,61,39
s0082,テトリス,테토리스,히이라기 마그네타이트,카사네 테토(重音テト),https://youtu.be/Soy4jGPHr3g?si=duSlgWU1TydRrmzG,s0082.txt,"energetic,funny,fast",68,4,4,41,15,97,32,68
s0083,雑魚,잡어,히이라기 마그네타이트,"카사네 테토(重音テト),하츠네 미쿠(初音ミク)",https://youtu.be/kqj7b59D85Y?si=i-OnT0lGIYi8eWyX,s0083.txt,"happy,cute",84,13,12,10,13,50,90,10
s0084,混沌ブギ,혼돈 부기,jon-YAKITORY,하츠네 미쿠(初音ミク),https://youtu.be/1Swg-aBO9eY?si=Nj80rC9n2JOU8uny,s0084.txt,"energetic,chaotic",35,21,4,67,37,86,10,90
s0085,ハナタバ,꽃다발,MIMI,카후(可不),https://youtu.be/7xht3kQO_TM?si=BqgHon9-z7Mo-rvp,s0085.txt,"cute,lonely,hopeful",68,53,44,10,30,29,68,10
s0086,くうになる,텅 비어가,MIMI,"카후(可不),하츠네 미쿠(初音ミク)",https://youtu.be/f6TytcA47rI?si=vLqrqJxrpynETezT,s0086.txt,"dreamy,cute,hopeful",68,28,70,10,20,34,68,10
s0087,Spoken For,Spoken For,FLAVOR FOLEY,카사네 테토(重音テト),https://youtu.be/LvYL8u4p-aM?si=Hanr6iHLaAlagXex,s0087.txt,"dark,funny,despair,fast",27,66,16,57,77,52,29,73
s0088,POTETO CHIP,POTETO CHIP,ROMA,카사네 테토(重音テト),https://youtu.be/MMy7KXZPpyw?si=K-56qVSXySWSU264,s0088.txt,"funny,hopeful,fast,ballad",79,28,27,10,8,52,35,35
s0089,Pastel Pace,Pastel Pace,MiliSen,카사네 테토(重音テト),https://youtu.be/Z7GatxEz-t4?si=BRTw8_9IwS8LwACf,s0089.txt,"happy,dreamy,cute,romantic",83,34,67,10,21,35,79,10
s0090,いーあるふぁんくらぶ,하나둘 팬클럽,미키토P,"GUMI,카가미네 린(鏡音リン)",https://youtu.be/oBgADhsOoog?si=OhYQB6zS2ZQeOwtF,s0090.txt,"energetic,funny",72,6,4,29,13,80,37,63
s0091,クノイチでも恋がしたい,쿠노이치라도 사랑이 하고 싶어,미키토P,"카가미네 린(鏡音リン),하츠네 미쿠(初音ミク)",https://youtu.be/eI4F8vuxoQE?si=a6n4PgYv64i-niAN,s0091.txt,"cute,energetic,funny",83,10,11,25,15,77,83,54
s0092,バレリーコ,발레리코,미키토P,GUMI,https://youtu.be/4Ohpj2GDbRQ?si=ToGP05TelI0TfPvj,s0092.txt,"dark,energetic,fast",28,35,11,56,60,77,10,54
s0093,ロキ,로키,미키토P,카가미네 린(鏡音リン),https://youtu.be/Xg-qfsKN2_E?si=smbjWBeOwnPVtE5_,s0093.txt,"cute,energetic",60,21,12,29,25,68,72,28
s0094,少女レイ,소녀 레이,미키토P,하츠네 미쿠(初音ミク),https://youtu.be/JW3N-HvU0MA?si=-LjDbWsbV4gsVdrt,s0094.txt,"dreamy,romantic,hopeful",68,41,83,10,20,24,32,10
s0095,magnet,magnet,유성P,"하츠네 미쿠(初音ミク),메구리네 루카(巡音ルカ)",https://youtu.be/cf1ryWClGpU?si=CKy-7ntymKVjKQGu,s0095.txt,"lonely,romantic,ballad",48,96,57,0,40,0,25,0
s0096,マトリョシカ,마트료시카,하치,"GUMI,하츠네 미쿠(初音ミク)",https://youtu.be/HOz-9FzIDf0?si=IzR6Ekoy5YLvAp9J,s0096.txt,"chaotic,mysterious,fast",23,28,37,79,55,68,10,90
s0097,ドーナツホール,도넛 홀,하치,GUMI,https://youtu.be/qnX2CdOBcDI?si=ep3WZvU4VYAfbvGD,s0097.txt,"nostalgic,hopeful,fast",58,41,44,25,20,48,17,25
s0098,砂の惑星,모래의 행성,하치,하츠네 미쿠(初音ミク),https://youtu.be/AS4q9yaWJkI?si=odtpnyG4GflwJWpv,s0098.txt,"nostalgic,despair,fast",13,90,37,48,65,29,10,39
s0099,炉心融解,노심융해,iroha,카가미네 린(鏡音リン),https://youtu.be/dSw8CucthGc?si=CUJS_yDiN8-yfHV4,s0099.txt,"dark,energetic,despair",3,84,17,64,95,43,10,54
s0100,我ら!ゴミ分別団,우리! 쓰레기 분류단,카테라자와,"카사네 테토(重音テト),즌다몬(ずんだもん)",https://youtu.be/OreUrf87EUE?si=GGfZezBzp5_F4i8V,s0100.txt,"cute,funny",84,13,12,10,13,50,99,46
s0101,オーバーライド,오버라이드,요시다 야세이,카사네 테토(重音テト),https://youtu.be/LLjfal8jCYI?si=rRIsCAZOoethjgXd,s0101.txt,"sad,energetic,funny",63,47,11,25,25,58,32,54
s0102,ループザルーム,루프 더 룸,루시노,하츠네 미쿠(初音ミク),https://youtu.be/icBDYkfxpMs?si=wmJO7JOEmufcpxDi,s0102.txt,"chaotic,nostalgic,rock",28,59,31,64,50,53,10,75
s0103,バゥムクゥヘン・エンドロゥル,바움쿠헨 엔드롤,Amala,"카가미네 린(鏡音リン),카사네 테토(重音テト),하츠네 미쿠(初音ミク)",https://youtu.be/Dz5rALpx06M?si=izbmLFcYSqX_emqB,s0103.txt,"happy,dark,horror",23,47,24,72,90,39,25,54
s0104,ダイダイダイダイダイキライ,정말정말정말정말정말싫어,Amala,"카사네 테토(重音テト),하츠네 미쿠(初音ミク)",https://youtu.be/klIxS5o65C4?si=wf24PzNHSqEMm5aQ,s0104.txt,"energetic,chaotic,fast",38,16,4,72,35,100,10,90
s0105,アンチサイクロン,안티 사이클론,이나바 쿠모리,카아이 유키(歌愛ユキ),https://youtu.be/2_93SNGYgYs?si=U-8sTixnLtCMAUi-,s0105.txt,"cute,lonely,hopeful",68,53,44,10,30,29,68,10
s0106,リレイアウター,릴레이아우터,이나바 쿠모리,카아이 유키(歌愛ユキ),https://youtu.be/b56xjtP6Qac?si=bGepGwmv1efu43U9,s0106.txt,"cute,nostalgic,hopeful",73,47,50,10,20,29,68,10
s0107,ロストアンブレラ,로스트 엄브렐라,이나바 쿠모리,카아이 유키(歌愛ユキ),https://youtu.be/DeKLpgzh-qQ?si=gJCphzH2MZbEh4gf,s0107.txt,"dark,cute,chaotic",33,47,17,56,70,48,61,75
s0108,ローリンガール,롤링 걸,wowaka,하츠네 미쿠(初音ミク),https://youtu.be/vnw8zURAxkU?si=9SCeYLjr2uQLT2YJ,s0108.txt,"dark,hopeful,rock",38,47,24,48,60,53,17,39
s0109,初音ミクの消失,하츠네 미쿠의 소실,cosMo폭주P,하츠네 미쿠(初音ミク),https://youtu.be/VWVtIg5cdDU?si=dfdKdSDQh_F5W8SC,s0109.txt,"chaotic,fast,electronic",38,22,24,72,35,87,10,90
s0110,カンタレラ,칸타렐라,흑토끼P,"하츠네 미쿠(初音ミク),KAITO",https://youtu.be/OQz8nEKzgZs?si=rTGhU4kKmQABeS5F,s0110.txt,"sad,romantic,hopeful",68,72,44,10,25,19,32,10
s0111,上弦の月,상현달,흑토끼P,KAITO,https://youtu.be/-r_sn_pF5Pw?si=s6Yzvy748sbk5kBA,s0111.txt,"sad,romantic,ballad",48,100,44,0,35,0,25,0
s0112,千本桜,천본앵,흑토끼P,하츠네 미쿠(初音ミク),https://youtu.be/shs0rAiwsGQ?si=uhEEEG9me7ZJL4vV,s0112.txt,"energetic,nostalgic",41,51,37,29,31,44,10,28
s0113,ロミオとシンデレラ,로미오와 신데렐라,doriko,하츠네 미쿠(初音ミク),https://youtu.be/9HrOqmiEsN8?si=v37GzLFtMmOmptmK,s0113.txt,"chaotic,romantic,rock",43,47,24,64,45,63,25,75
s0114,みくみくにしてあげる♪,미쿠미쿠하게 해줄게♪,ika_mo,하츠네 미쿠(初音ミク),https://youtu.be/veZ9-V5p71A?si=5Z6F30CF-AEtd_Nv,s0114.txt,"happy,cute",84,13,12,10,13,50,90,10
s0115,ぽっぴっぽー,폿핏포,라마즈P,하츠네 미쿠(初音ミク),https://youtu.be/HQgaCVT9Bw8?si=qWRvlZgh7Nvs691q,s0115.txt,"cute,energetic,funny",83,10,11,25,15,77,83,54
